%entailment_judgment	sentence_A	sentence_B	relatedness_score	pair_ID
NEUTRAL	 ( ( A man ) ( is ( playing ( ( a guitar ) ( on stage ) ) ) ) ) 	 ( ( A guitarist ) ( has ( blonde ( and ( flyaway hair ) ) ) ) ) 	3	286
NEUTRAL	 ( ( A man ) ( is ( playing ( guitar:a_guitar ( on stage ) ) ) ) ) 	 ( ( A ( bald person ) ) ( is ( playing guitar:a_guitar ) ) ) 	3.8	287
NEUTRAL	 ( There ( is ( ( no man ) ( playing ( guitar:a_guitar ( on stage ) ) ) ) ) ) 	 ( ( A person ) ( ( ( has ( blonde ( and ( flyaway hair ) ) ) ) and ) ( is ( playing guitar:a_guitar ) ) ) ) 	3.4	289
NEUTRAL	 ( children:Several_children ( ( ( are ( sitting down ) ) and ) ( have ( knees:their_knees raised ) ) ) ) 	 ( children:Several_children ( ( ( are ( lying down ) ) and ) ( are ( raising knees:their_knees ) ) ) ) 	4	291
ENTAILMENT	 ( ( Two ( young girls ) ) sitting:are_sitting_on_the_ground ) 	 ( ( Two girls ) sitting:are_sitting_on_the_ground ) 	4.4	293
NEUTRAL	 ( ( Two girls ) ( are ( lying ( on ( the ground ) ) ) ) ) 	 ( ( Several children ) ( ( ( are ( sitting down ) ) and ) ( have ( ( their knees ) raised ) ) ) ) 	2.8	296
CONTRADICTION	 ( ( A ( nude lady ) ) ( is ( walking ( in ( front ( of ( crowd:a_crowd ( in paint:body_paint ) ) ) ) ) ) ) ) 	 ( There ( is ( ( no lady ) ( walking ( in ( paint:body_paint ( in ( front ( of crowd:a_crowd ) ) ) ) ) ) ) ) ) 	2.9	301
NEUTRAL	 ( ( A ( nude lady ) ) ( is ( walking ( in ( front ( of ( ( a crowd ) body:in_body_paint ) ) ) ) ) ) ) 	 ( ( ( A ( nude crowd ) ) body:in_body_paint ) ( is ( walking ( in ( front ( of ( a lady ) ) ) ) ) ) ) 	3.1	302
ENTAILMENT	 ( ( A ( young ( , ( topless woman ) ) ) ) covered:is_covered_in_paint ) 	 ( ( A ( topless girl ) ) covered:is_covered_in_paint ) 	4.4	303
ENTAILMENT	 ( ( A ( nude lady ) ) ( is ( walking ( in ( front ( of ( ( a crowd ) ( in ( body paint ) ) ) ) ) ) ) ) ) 	 ( ( A ( topless girl ) ) ( is ( covered ( in paint ) ) ) ) 	3.8	305
NEUTRAL	 ( ( ( A ( nude crowd ) ) ( in ( body paint ) ) ) ( is ( walking ( in ( front ( of ( a lady ) ) ) ) ) ) ) 	 ( ( A ( young ( , ( topless woman ) ) ) ) ( is ( covered ( in paint ) ) ) ) 	3	309
NEUTRAL	 ( ( A ( nude lady ) ) ( is ( walking ( in ( front ( of ( ( a crowd ) ( in ( body paint ) ) ) ) ) ) ) ) ) 	 ( ( A ( young ( , ( topless woman ) ) ) ) ( is ( covered ( in paint ) ) ) ) 	4.2	310
ENTAILMENT	 ( ( ( A group ) people:of_people ) ( is ( near ( the ocean ) ) ) ) 	 ( ( ( A crowd ) people:of_people ) ( is ( near ( the water ) ) ) ) 	4.3	311
CONTRADICTION	 ( crowd:A_crowd_of_people ( is ( near water:the_water ) ) ) 	 ( crowd:A_crowd_of_people ( ( is far ) ( from water:the_water ) ) ) 	3.8	312
ENTAILMENT	 ( ( group:A_group ( of ( children ( in ( uniforms ( is ( standing a:at_a_gate_and_one ) ) ) ) ) ) ) kissing:is_kissing_the_mother ) 	 ( ( group:A_group ( of ( children ( wearing ( ( the ( same clothes ) ) ( is ( waiting a:at_a_gate_and_one ) ) ) ) ) ) ) kissing:is_kissing_the_mother ) 	4.5	313
NEUTRAL	 ( ( group:A_group ( of ( mothers ( in ( uniforms ( is ( standing ( near ( ( ( the children ) and ) one ) ) ) ) ) ) ) ) ) ( is ( kissing ( the gate ) ) ) ) 	 ( ( group:A_group ( of ( children ( in ( uniforms ( is ( standing ( at ( ( ( a gate ) and ) one ) ) ) ) ) ) ) ) ) ( is ( kissing ( the mother ) ) ) ) 	3.3	315
NEUTRAL	 ( man:A_man ( in:is_in_a_parking_lot_and ( is ( playing ( tennis ( against ( a ( large wall ) ) ) ) ) ) ) ) 	 ( man:A_man ( in:is_in_a_parking_lot_and ( is ( playing ( tennis ( against ( a friend ) ) ) ) ) ) ) 	3.9	323
NEUTRAL	 ( ( A man ) ( ( ( is ( in ( a ( parking lot ) ) ) ) and ) ( is ( playing ( tennis ( against ( a ( large wall ) ) ) ) ) ) ) ) 	 ( There ( is ( ( no man ) ( pointing ( at ( a car ) ) ) ) ) ) 	1.5	327
NEUTRAL	 ( man:A_man ( ( ( is ( in ( a ( parking lot ) ) ) ) and ) ( is ( playing ( tennis ( against ( a friend ) ) ) ) ) ) ) 	 ( man:A_man ( is ( pointing ( at ( a ( silver sedan ) ) ) ) ) ) 	1.3	329
ENTAILMENT	 ( group:A_group_of_people ( is ( on ( a beach ) ) ) ) 	 ( group:A_group_of_people ( is ( near ( the sea ) ) ) ) 	4	331
NEUTRAL	 ( group:A_group_of_people ( is ( on ( a beach ) ) ) ) 	 ( group:A_group_of_people ( is ( on ( a mountain ) ) ) ) 	2.6	332
ENTAILMENT	 ( ( ( ( ( ( A man ) , ) ( a woman ) ) and ) ( two girls ) ) walking:are_walking_on_the_beach ) 	 ( ( Four people ) walking:are_walking_on_the_beach ) 	4.5	333
NEUTRAL	 ( ( ( A group ) ( of people ) ) ( is ( on ( a beach ) ) ) ) 	 ( ( Four people ) ( are ( walking ( on ( the beach ) ) ) ) ) 	4.6	335
NEUTRAL	 ( ( ( ( ( ( A man ) , ) ( a woman ) ) and ) ( two girls ) ) ( are ( walking ( on ( the beach ) ) ) ) ) 	 ( ( ( A group ) ( of people ) ) ( is ( on ( a mountain ) ) ) ) 	1.4	338
ENTAILMENT	 ( ( ( ( ( ( A man ) , ) ( a woman ) ) and ) ( two girls ) ) ( are ( walking ( on ( the beach ) ) ) ) ) 	 ( ( ( A group ) ( of people ) ) ( is ( on ( a beach ) ) ) ) 	4.3	339
ENTAILMENT	 ( ( ( A schoolgirl ) a:with_a_black_bag ) on:is_on_a_crowded_train ) 	 ( ( ( A girl ) a:with_a_black_bag ) on:is_on_a_crowded_train ) 	4.7	340
CONTRADICTION	 ( There ( is ( ( no girl ) ( with ( black:a_black_bag a:on_a_crowded_train ) ) ) ) ) 	 ( ( ( A girl ) ( with black:a_black_bag ) ) ( is a:on_a_crowded_train ) ) 	3.7	341
NEUTRAL	 ( ( ( A girl ) ( with ( a ( black bag ) ) ) ) ( is ( on ( a ( crowded train ) ) ) ) ) 	 ( ( A ( cramped ( black train ) ) ) ( is ( on ( ( the bag ) ( of ( a girl ) ) ) ) ) ) 	2.7	342
NEUTRAL	 ( Asian:An_Asian_woman_in_a_crowd ( ( is not ) a:carrying_a_black_bag ) ) 	 ( Asian:An_Asian_woman_in_a_crowd ( is a:carrying_a_black_bag ) ) 	3.8	344
NEUTRAL	 ( ( ( A girl ) ( with black:a_black_bag ) ) ( is ( on ( a ( crowded train ) ) ) ) ) 	 ( ( ( An ( Asian woman ) ) ( in ( a crowd ) ) ) ( ( is not ) ( carrying black:a_black_bag ) ) ) 	2.5	346
NEUTRAL	 ( ( ( A schoolgirl ) ( with black:a_black_bag ) ) ( is ( on ( a ( crowded train ) ) ) ) ) 	 ( ( ( An ( Asian woman ) ) ( in ( a crowd ) ) ) ( is ( carrying black:a_black_bag ) ) ) 	2.8	347
ENTAILMENT	 ( dog:A_dog ( chasing:is_chasing_another_and ( is ( holding ( ( a stick ) its:in_its_mouth ) ) ) ) ) 	 ( dog:A_dog ( chasing:is_chasing_another_and ( is ( holding ( ( a piece ) ( of ( wood its:in_its_mouth ) ) ) ) ) ) ) 	4.6	351
ENTAILMENT	 ( dogs:Two_dogs ( are ( and:running_and_carrying ( ( a toy ) their:in_their_mouths ) ) ) ) 	 ( dogs:Two_dogs ( are ( and:running_and_carrying ( ( an object ) their:in_their_mouths ) ) ) ) 	4.3	354
NEUTRAL	 ( ( A dog ) ( ( ( is ( chasing another ) ) and ) ( is ( holding ( ( a piece ) ( of ( wood ( in ( its mouth ) ) ) ) ) ) ) ) ) 	 ( ( Two dogs ) ( are ( ( ( running and ) carrying ) ( ( an object ) ( in ( their mouths ) ) ) ) ) ) 	3.9	358
NEUTRAL	 ( ( Two dogs ) ( are ( ( ( running and ) carrying ) ( ( an object ) ( in ( their mouths ) ) ) ) ) ) 	 ( ( A dog ) ( is ( ( ( chasing ( a stick ) ) and ) ( holding ( ( another dog ) ( in ( its mouth ) ) ) ) ) ) ) 	3.2	360
ENTAILMENT	 ( ( A dog ) ( ( ( is ( chasing another ) ) and ) ( is ( holding ( ( a stick ) ( in ( its mouth ) ) ) ) ) ) ) 	 ( ( Two dogs ) ( are ( ( ( running and ) carrying ) ( ( an object ) ( in ( their mouths ) ) ) ) ) ) 	4	361
ENTAILMENT	 ( ( A ( dirty ball:soccer_ball ) ) rolling:is_rolling_into_a_goal_net ) 	 ( ( A ball:soccer_ball ) rolling:is_rolling_into_a_goal_net ) 	4.5	362
CONTRADICTION	 ( soccer:A_soccer_ball ( ( is not ) into:rolling_into_a_goal_net ) ) 	 ( soccer:A_soccer_ball ( is into:rolling_into_a_goal_net ) ) 	3.4	363
NEUTRAL	 ( ( ( A person ) ( who ( plays soccer ) ) ) ( is ( ( kicking ( a ball ) ) ( into ( the goal ) ) ) ) ) 	 ( ( A ( soccer ball ) ) ( is ( rolling ( into ( a ( goal net ) ) ) ) ) ) 	4.1	366
NEUTRAL	 ( ( A ( soccer ball ) ) ( is ( rolling ( into ( a ( goal net ) ) ) ) ) ) 	 ( ( A ( soccer player ) ) ( is ( kicking ( ( a ball ) ( out ( of ( the goal ) ) ) ) ) ) ) 	3.2	367
NEUTRAL	 ( ( A ( soccer ball ) ) ( is ( rolling ( into ( a ( goal net ) ) ) ) ) ) 	 ( ( A ( soccer player ) ) ( is ( ( kicking ( a ball ) ) ( into ( the goal ) ) ) ) ) 	4.3	370
CONTRADICTION	 ( ( A man ) ( is on:sitting_on_a_chair_and_rubbing_his_eyes ) ) 	 ( There ( is ( ( no man ) on:sitting_on_a_chair_and_rubbing_his_eyes ) ) ) 	3.8	372
ENTAILMENT	 ( ( ( A man ) ( with tattoos ) ) ( is ( ( ( lounging ( on ( a couch ) ) ) and ) a:holding_a_pencil ) ) ) 	 ( ( A ( tattooed man ) ) ( ( ( is ( on ( a sofa ) ) ) and ) ( is a:holding_a_pencil ) ) ) 	4.4	373
NEUTRAL	 ( man:A_man_with_tattoos ( is ( ( on:lounging_on_a_couch and ) ( holding pencil:a_pencil ) ) ) ) 	 ( man:A_man_with_tattoos ( ( ( is on:lounging_on_a_couch ) and ) ( is ( looking ( for pencil:a_pencil ) ) ) ) ) 	2.9	374
NEUTRAL	 ( man:A_man_with_tattoos ( is ( ( holding couch:a_couch ) ( with pencil:a_pencil ) ) ) ) 	 ( man:A_man_with_tattoos ( is ( ( ( lounging ( on couch:a_couch ) ) and ) ( holding pencil:a_pencil ) ) ) ) 	2.6	375
NEUTRAL	 ( man:A_man ( is ( ( ( sitting ( on ( a chair ) ) ) and ) ( rubbing ( his eyes ) ) ) ) ) 	 ( ( man:A_man ( with tattoos ) ) ( ( ( is ( lounging ( on ( a couch ) ) ) ) and ) ( is ( looking ( for ( a pencil ) ) ) ) ) ) 	2.1	377
NEUTRAL	 ( ( man:A_man ( with tattoos ) ) ( is ( ( holding ( a couch ) ) ( with ( a pencil ) ) ) ) ) 	 ( man:A_man ( is ( ( ( sitting ( on ( a chair ) ) ) and ) ( rubbing ( his eyes ) ) ) ) ) 	2	378
NEUTRAL	 ( man:A_man ( is ( ( ( resting ( on ( a chair ) ) ) and ) ( rubbing ( his eyes ) ) ) ) ) 	 ( ( man:A_man ( with tattoos ) ) ( is ( ( ( lounging ( on ( a couch ) ) ) and ) ( holding ( a pencil ) ) ) ) ) 	2.5	379
NEUTRAL	 ( ( ( A man ) ( with tattoos ) ) ( is ( ( ( lounging ( on ( a couch ) ) ) and ) ( holding ( a pencil ) ) ) ) ) 	 ( There ( is ( ( no man ) ( ( ( sitting ( on ( a chair ) ) ) and ) ( rubbing ( his eyes ) ) ) ) ) ) 	1.6	380
NEUTRAL	 ( ( man:A_man ( with tattoos ) ) ( is ( ( ( lounging ( on ( a couch ) ) ) and ) ( holding ( a pencil ) ) ) ) ) 	 ( man:A_man ( is ( ( ( sitting ( on ( a chair ) ) ) and ) ( rubbing ( his eyes ) ) ) ) ) 	2.4	381
NEUTRAL	 ( ( A ( brown ( and ( white dog ) ) ) ) ( is ( running ( through ( the ( tall grass ) ) ) ) ) ) 	 ( ( A ( black ( and ( tan dog ) ) ) ) ( is ( running ( through ( the ( ( ( low and ) green ) grass ) ) ) ) ) ) 	3.8	387
ENTAILMENT	 ( ( A ( ( ( white and ) tan ) dog ) ) ( is ( running ( through ( the ( ( ( tall and ) green ) grass ) ) ) ) ) ) 	 ( ( A ( brown ( and ( white dog ) ) ) ) ( is ( running ( through ( the ( tall grass ) ) ) ) ) ) 	4.6	390
ENTAILMENT	 ( ( man:A_man ( with ( paint ( covered clothes ) ) ) ) sitting:is_sitting_outside_in_a_busy_area_writing_something ) 	 ( man:A_man ( is ( wearing ( clothes ( that ( ( ( are ( covered ( with paint ) ) ) and ) sitting:is_sitting_outside_in_a_busy_area_writing_something ) ) ) ) ) ) 	4.8	391
CONTRADICTION	 ( There ( is ( ( no man ) ( wearing ( clothes ( that ( ( covered:are_covered_with_paint or ) sitting:is_sitting_outside_in_a_busy_area_writing_something ) ) ) ) ) ) ) 	 ( ( A man ) ( is ( wearing ( clothes ( that ( ( covered:are_covered_with_paint and ) sitting:is_sitting_outside_in_a_busy_area_writing_something ) ) ) ) ) ) 	4.1	392
NEUTRAL	 ( ( A ( sitting man ) ) ( ( is busy ) ( something:writing_something ( in ( ( an area ) ( covered ( by paint ) ) ) ) ) ) ) 	 ( ( A man ) ( is ( wearing ( clothes ( that ( ( ( are ( covered ( with paint ) ) ) and ) ( is ( ( sitting outside ) ( in ( a ( busy ( area something:writing_something ) ) ) ) ) ) ) ) ) ) ) ) 	3.7	393
CONTRADICTION	 ( ( A man ) ( ( ( is ( sitting a:near_a_bike ) ) and ) ( is ( writing note:a_note ) ) ) ) 	 ( There ( is ( ( no man ) ( writing ( note:a_note a:near_a_bike ) ) ) ) ) 	4.2	395
NEUTRAL	 ( man:A_man ( is ( wearing ( clothes ( that ( ( ( are ( covered ( with paint ) ) ) and ) ( is ( ( sitting outside ) ( in ( a ( busy ( area ( writing something ) ) ) ) ) ) ) ) ) ) ) ) ) 	 ( man:A_man ( ( ( is ( standing ( near ( a bike ) ) ) ) and ) ( is ( writing ( on ( a ( piece paper ) ) ) ) ) ) ) 	2.6	396
NEUTRAL	 ( There ( is ( ( no man ) ( writing ( ( a note ) ( near ( a bike ) ) ) ) ) ) ) 	 ( ( A man ) ( is ( wearing ( clothes ( that ( ( ( are ( covered ( with paint ) ) ) and ) ( is ( ( sitting outside ) ( in ( a ( busy ( area ( writing something ) ) ) ) ) ) ) ) ) ) ) ) ) 	2.7	397
NEUTRAL	 ( man:A_man ( ( ( is ( sitting ( near ( a bike ) ) ) ) and ) ( is ( writing ( a note ) ) ) ) ) 	 ( ( man:A_man ( with ( paint ( covered clothes ) ) ) ) ( is ( ( sitting outside ) ( in ( a ( busy ( area ( writing something ) ) ) ) ) ) ) ) 	3.1	398
NEUTRAL	 ( group:A_group_of_scouts ( are ( camping ( in grass:the_grass ) ) ) ) 	 ( group:A_group_of_scouts ( are ( hiking ( through grass:the_grass ) ) ) ) 	3.5	403
ENTAILMENT	 ( ( Some people ) walking:are_walking ) 	 ( People walking:are_walking ) 	4.7	404
NEUTRAL	 ( ( Some people ) ( are walking ) ) 	 ( ( ( A group ) ( of scouts ) ) ( are ( camping ( in ( the grass ) ) ) ) ) 	1.5	409
ENTAILMENT	 ( ( ( A group ) ( of scouts ) ) ( are ( hiking ( through ( the grass ) ) ) ) ) 	 ( ( Some people ) ( are walking ) ) 	3.2	410
NEUTRAL	 ( men:Two_men ( are ( ( taking ( a break ) ) ( from trip:a_trip_on_a_snowy_road ) ) ) ) 	 ( men:Two_men ( are ( ( breaking ( into ( a car ) ) ) ( during trip:a_trip_on_a_snowy_road ) ) ) ) 	3	413
NEUTRAL	 ( ( men:Two_men ( with bikes ) ) on:are_on_the_side_of_a_snowy_road ) 	 ( ( men:Two_men ( with cars ) ) on:are_on_the_side_of_a_snowy_road ) 	3.5	415
ENTAILMENT	 ( men:Two_men ( are ( holding ( fishing ( poles ( and ( fishing tackle ) ) ) ) ) ) ) 	 ( men:Two_men ( are ( holding ( fishing poles ) ) ) ) 	4.3	422
CONTRADICTION	 ( men:Two_men ( ( are not ) fishing:holding_fishing_poles ) ) 	 ( men:Two_men ( are fishing:holding_fishing_poles ) ) 	3.2	423
NEUTRAL	 ( men:Two_men ( are ( holding ( fishing poles ) ) ) ) 	 ( men:Two_men ( ( ( are ( standing ( near ( the water ) ) ) ) and ) ( are ( holding ( tools ( used ( for fishing ) ) ) ) ) ) ) 	4.3	427
NEUTRAL	 ( There ( is ( ( no ( man standing ) ) ( near ( ( ( the water ) and ) fishing:holding_fishing_poles ) ) ) ) ) 	 ( ( Two men ) ( are fishing:holding_fishing_poles ) ) 	3.2	428
NEUTRAL	 ( helmeted:The_helmeted_girl ( is ( riding bike:a_bike ) ) ) 	 ( helmeted:The_helmeted_girl ( is ( perching ( on bike:a_bike ) ) ) ) 	4.2	434
NEUTRAL	 ( woman:A_woman ( is ( ( performing ( a trick ) ) ( on ( ( a ramp ) a:with_a_bicycle ) ) ) ) ) 	 ( woman:A_woman ( is ( jumping a:with_a_bicycle ) ) ) 	4.3	435
NEUTRAL	 ( woman:A_woman ( is ( a:performing_a_trick ( on ( ramp:a_ramp ( with ( a bicycle ) ) ) ) ) ) ) 	 ( woman:A_woman ( is ( a:performing_a_trick ( on ( ramp:a_ramp ( with ( a car ) ) ) ) ) ) ) 	2.4	436
NEUTRAL	 ( ( The ( helmeted girl ) ) ( is ( perching ( on ( a bike ) ) ) ) ) 	 ( ( A woman ) ( is ( ( performing ( a trick ) ) ( on ( ( a ramp ) ( with ( a car ) ) ) ) ) ) ) 	1.9	438
NEUTRAL	 ( ( ( The girl ) ( with ( a helmet ) ) ) ( is ( perching ( on ( a bike ) ) ) ) ) 	 ( ( A woman ) ( is ( ( performing ( a trick ) ) ( on ( ( a ramp ) ( with ( a bicycle ) ) ) ) ) ) ) 	2.9	439
NEUTRAL	 ( ( The ( helmeted girl ) ) ( is ( riding ( a bike ) ) ) ) 	 ( ( A woman ) ( is ( ( performing ( a trick ) ) ( on ( ( a ramp ) ( with ( a bicycle ) ) ) ) ) ) ) 	3.7	440
NEUTRAL	 ( ( A woman ) ( is ( ( performing ( a trick ) ) ( on ( ( a ramp ) ( with ( a bicycle ) ) ) ) ) ) ) 	 ( ( The ( helmeted girl ) ) ( is ( perching ( on ( a bike ) ) ) ) ) 	3.3	441
ENTAILMENT	 ( ( A ( blonds girl ) ) ( is surfing ) ) 	 ( ( A ( blond girl ) ) ( is ( riding ( the waves ) ) ) ) 	4.7	442
NEUTRAL	 ( ( A lady ) surfing:is_surfing_and_riding_a_wave ) 	 ( ( A boy ) surfing:is_surfing_and_riding_a_wave ) 	3.5	446
NEUTRAL	 ( ( A woman ) ( is surfing ) ) 	 ( ( A ( blond girl ) ) ( is ( riding ( the waves ) ) ) ) 	4	447
NEUTRAL	 ( ( A lady ) ( is ( ( ( surfing and ) riding ) ( a wave ) ) ) ) 	 ( ( A ( blonds girl ) ) ( is surfing ) ) 	3.6	449
NEUTRAL	 ( ( A ( blond ( girl waves ) ) ) ( while ( she ( is riding ) ) ) ) 	 ( ( A lady ) ( is ( ( ( surfing and ) riding ) ( a wave ) ) ) ) 	2.3	451
CONTRADICTION	 ( children:Two_children_and_an_adult ( are next:standing_next_to_a_tree_limb ) ) 	 ( children:Two_children_and_an_adult ( ( are not ) next:standing_next_to_a_tree_limb ) ) 	3.6	454
NEUTRAL	 ( ( ( children:Two_children and ) ( an adult ) ) ( are ( ( standing next ) ( to ( a ( tree limb ) ) ) ) ) ) 	 ( children:Two_children ( are ( climbing ( a tree ) ) ) ) 	3	457
NEUTRAL	 ( ( ( children:Two_children and ) ( an adult ) ) ( are ( ( standing next ) ( to ( a ( tree limb ) ) ) ) ) ) 	 ( children:Two_children ( are ( hanging ( on ( a ( large branch ) ) ) ) ) ) 	2.7	461
NEUTRAL	 ( ( man:A_man ( dressed ( in black ) ) ) ( is ( riding bike:a_bike ) ) ) 	 ( man:A_man ( is ( performing ( ( a trick ) ( on bike:a_bike ) ) ) ) ) 	3.5	462
ENTAILMENT	 ( man:A_man ( is ( ( performing stunts ) a:on_a_green_bicycle ) ) ) 	 ( man:A_man ( is ( performing ( ( a trick ) a:on_a_green_bicycle ) ) ) ) 	4.7	465
NEUTRAL	 ( There ( is ( ( no man ) ( dressed ( in ( ( black and ) ( riding ( a ( green bike ) ) ) ) ) ) ) ) ) 	 ( ( A man ) ( is ( performing ( ( a trick ) ( on ( a ( green bicycle ) ) ) ) ) ) ) 	3.4	470
ENTAILMENT	 ( ( A boy ) holding:is_holding_a_squirt_gun ) 	 ( ( A child ) holding:is_holding_a_squirt_gun ) 	4.5	473
NEUTRAL	 ( ( A ( laughing child ) ) ( is ( ( ( holding ( a ( water gun ) ) ) and ) ( getting ( sprayed ( with water ) ) ) ) ) ) 	 ( ( ( A child ) ( with ( ( a gun ) ( that ( ( sprays water ) ( is ( ( laughing and ) getting ) ) ) ) ) ) ) ( hit ( by ( other boys ) ) ) ) 	4	475
CONTRADICTION	 ( There ( is ( ( no child ) ( ( a:holding_a_water_gun or ) sprayed:getting_sprayed_with_water ) ) ) ) 	 ( ( A ( laughing child ) ) ( is ( ( a:holding_a_water_gun and ) sprayed:getting_sprayed_with_water ) ) ) 	4	476
ENTAILMENT	 ( ( child:A_child ( with ( ( a gun ) ( that ( ( sprays water ) ( is ( ( laughing and ) getting ) ) ) ) ) ) ) ( hit ( by ( other boys ) ) ) ) 	 ( child:A_child ( is ( holding ( a ( squirt gun ) ) ) ) ) 	3.9	477
NEUTRAL	 ( ( Two daschunds ) ( are ( playing ( with ( a ball:red_ball ) ) ) ) ) 	 ( ( Two dogs ) ( are ( playing ( with ( a ( small ball:red_ball ) ) ) ) ) ) 	4.2	484
NEUTRAL	 ( ( Two cats ) playing:are_playing_with_a_red_ball ) 	 ( ( Two daschunds ) playing:are_playing_with_a_red_ball ) 	3.3	485
NEUTRAL	 ( ( Two ( brown dogs ) ) ( ( ( are ( fighting ( over ( a ball:red_ball ) ) ) ) and ) ( are ( playing ( in ( the grass ) ) ) ) ) ) 	 ( ( Two dogs ) ( are ( playing ( with ( a ( small ball:red_ball ) ) ) ) ) ) 	3.8	486
CONTRADICTION	 ( There ( is ( ( no dog ) with:playing_with_a_red_ball ) ) ) 	 ( ( Two daschunds ) ( are with:playing_with_a_red_ball ) ) 	3	489
ENTAILMENT	 ( ( ( ( The ( and:black_and_white dog ) ) running:is_running ) and ) person:a_person_stands_behind_it ) 	 ( ( ( ( ( ( ( The dog ) , ) ( which ( is and:black_and_white ) ) ) , ) running:is_running ) and ) person:a_person_stands_behind_it ) 	4.9	491
ENTAILMENT	 ( little:A_little_dog ( is ( ( sprinting and ) ( ( the person ) ( who ( owns ( it trying:is_trying_to_catch_it ) ) ) ) ) ) ) 	 ( ( ( little:A_little_dog ( is sprinting ) ) and ) ( ( its owner ) trying:is_trying_to_catch_it ) ) 	4.8	494
NEUTRAL	 ( ( ( ( The ( ( ( black and ) white ) dog ) ) ( is running ) ) and ) ( ( a person ) ( stands ( behind it ) ) ) ) 	 ( ( A ( little dog ) ) ( is ( ( sprinting and ) ( ( the person ) ( who ( owns ( it ( is ( trying ( to ( catch it ) ) ) ) ) ) ) ) ) ) ) 	3	496
NEUTRAL	 ( ( ( ( The ( ( ( black and ) white ) dog ) ) ( is running ) ) and ) ( ( a person ) ( stands ( behind it ) ) ) ) 	 ( ( ( ( A ( little dog ) ) ( is ( slowing down ) ) ) and ) ( ( the owner ) ( is ( quitting ( chasing it ) ) ) ) ) 	2.9	497
NEUTRAL	 ( ( The ( ( ( black and ) white ) dog ) ) ( ( ( ( is n't ) running ) and ) ( there ( is ( ( no person ) ( standing behind ) ) ) ) ) ) 	 ( ( ( ( A ( little dog ) ) ( is sprinting ) ) and ) ( ( its owner ) ( is ( trying ( to ( catch it ) ) ) ) ) ) 	2.7	499
NEUTRAL	 ( ( A ( black person ) ) ( is ( ( running ( along ( ( ( a ( white stand ) ) and ) ( a ( dog barks ) ) ) ) ) ( behind him ) ) ) ) 	 ( ( ( ( A ( little dog ) ) ( is sprinting ) ) and ) ( ( its owner ) ( is ( trying ( to ( catch it ) ) ) ) ) ) 	2.5	500
ENTAILMENT	 ( ( ( A man ) ( wearing ( a ( dyed shirt:black_shirt ) ) ) ) sitting:is_sitting_at_the_table_and_laughing ) 	 ( ( A shirt:black_shirt ) ( is ( being ( worn ( by ( ( a man ) ( who sitting:is_sitting_at_the_table_and_laughing ) ) ) ) ) ) ) 	4.7	505
CONTRADICTION	 ( ( ( A man ) ( wearing ( a ( dyed ( black shirt ) ) ) ) ) ( is ( ( at:sitting_at_the_table and ) laughing ) ) ) 	 ( There ( is ( no ( man ( ( ( ( ( wearing ( ( a ( shirt dyed ) ) black ) ) , ) at:sitting_at_the_table ) and ) laughing ) ) ) ) ) 	3.7	506
NEUTRAL	 ( ( A ( laughing man ) ) ( is ( dyeing ( ( a shirt ) ( black ( on ( table:the_table ( which ( you ( ( can not ) ( sit at ) ) ) ) ) ) ) ) ) ) ) 	 ( ( ( A man ) ( wearing ( a ( dyed ( black shirt ) ) ) ) ) ( is ( ( ( sitting ( at table:the_table ) ) and ) laughing ) ) ) 	3.6	507
NEUTRAL	 ( ( A ( black shirt ) ) ( is ( being ( worn ( by ( ( a man ) ( who ( is ( ( ( sitting ( at ( the table ) ) ) and ) laughing ) ) ) ) ) ) ) ) ) 	 ( ( A man ) ( is ( ( sitting comfortably ) ( at ( a table ) ) ) ) ) 	3.5	508
NEUTRAL	 ( man:A_man ( is ( ( ( sitting and ) tables ) ( a ( comfortable discussion ) ) ) ) ) 	 ( ( man:A_man ( wearing ( a ( dyed ( black shirt ) ) ) ) ) ( is ( ( ( sitting ( at ( the table ) ) ) and ) laughing ) ) ) 	2.4	513
NEUTRAL	 ( man:A_man ( is ( ( sitting comfortably ) ( at ( a table ) ) ) ) ) 	 ( ( man:A_man ( wearing ( a ( dyed ( black shirt ) ) ) ) ) ( is ( ( ( sitting ( at ( the table ) ) ) and ) laughing ) ) ) 	3.9	514
ENTAILMENT	 ( ( woman:A_woman ( who ( is ( wearing ( a ( pink boa ) ) ) ) ) ) ( is ( ( riding ( a bicycle ) ) a:down_a_bridge_built_for_pedestrians ) ) ) 	 ( ( woman:A_woman ( who ( is ( wearing ( a ( pink scarf ) ) ) ) ) ) ( is ( ( riding ( a bike ) ) a:down_a_bridge_built_for_pedestrians ) ) ) 	4.3	515
NEUTRAL	 ( ( woman:A_woman ( who ( is ( ( taking off ) pink:a_pink_boa ) ) ) ) ( is ( ( stopping ( her bicycle ) ) ( on bridge:a_bridge_built_for_pedestrians ) ) ) ) 	 ( ( woman:A_woman ( who ( is ( wearing pink:a_pink_boa ) ) ) ) ( is ( ( riding ( a bicycle ) ) ( down bridge:a_bridge_built_for_pedestrians ) ) ) ) 	3.7	516
